season,timestamp,match_datetime,home_team_name,away_team_name,stadium_name,referee,attendance,target_outcome,Away_Team_Pre_Match_xG,Home_Team_Pre_Match_xG,average_corners_per_match_pre_match,away_team_fouls,away_team_possession,away_team_red_cards,away_team_shots,away_team_shots_off_target,away_team_shots_on_target,away_team_yellow_cards,home_team_fouls,home_team_possession,home_team_red_cards,home_team_shots,home_team_shots_off_target,home_team_shots_on_target,home_team_yellow_cards,team_a_xg,team_b_xg
2023,1706040000,2024-01-23 20:00:00,Angola,Burkina,Stade de Yamoussoukro,Jean Jacques Ndala Ngambo,,HOME_WIN,1.12,1.13,8.5,10,51,0,21,6,4,1,15,49,0,7,1,6,3,1.07,1.45
2023,1706040000,2024-01-23 20:00:00,Mauritania,Algeria,,,,HOME_WIN,1.5,1.3,14.0,15,75,0,17,8,7,3,18,25,0,18,5,8,3,1.53,1.88
2023,1706115600,2024-01-24 17:00:00,Namibia,Mali,,,,DRAW,1.35,1.14,7.5,15,66,0,11,4,3,0,15,34,0,6,4,2,1,0.91,0.92
2023,1706115600,2024-01-24 17:00:00,South Africa,Tunisia,,,,DRAW,0.98,1.52,10.0,9,55,0,12,6,3,0,13,45,0,12,6,3,0,1.15,1.19
2023,1706126400,2024-01-24 20:00:00,Tanzania,Congo DR,,Amin Omar,,DRAW,1.74,0.53,8.5,9,49,0,10,4,4,1,5,51,0,5,3,0,0,0.48,1.11
2023,1706126400,2024-01-24 20:00:00,Zambia,Morocco,,,,AWAY_WIN,1.53,0.88,6.5,17,58,0,20,9,8,1,9,42,0,12,7,3,0,1.08,2.07
2023,1706374800,2024-01-27 17:00:00,Angola,Namibia,,,28663.0,HOME_WIN,1.06,1.11,10.67,20,51,1,12,7,4,2,14,49,1,12,4,5,0,1.12,1.29
2023,1706385600,2024-01-27 20:00:00,Nigeria,Cameroon,Stade de l'Amitié,Rédouane Jiyed,,HOME_WIN,1.24,1.31,9.66,19,57,0,7,4,0,2,21,43,0,9,2,5,2,1.13,0.53
2023,1706461200,2024-01-28 17:00:00,Equatorial Guinea,Guinea,,,,AWAY_WIN,1.07,1.07,4.33,18,48,0,11,4,5,1,12,52,1,6,3,0,0,0.4,1.22
2023,1706472000,2024-01-28 20:00:00,Egypt,Congo DR,,,,DRAW,1.53,1.77,11.33,22,43,0,13,9,2,3,19,57,1,11,4,4,3,1.2,1.42
2023,1706547600,2024-01-29 17:00:00,Cape Verde Islands,Mauritania,Stade de l'Amitié,,,HOME_WIN,1.38,1.18,8.33,12,31,0,13,8,2,1,18,69,0,19,5,5,1,1.34,0.95
2023,1706558400,2024-01-29 20:00:00,Senegal,Ivory Coast,Stade de Yamoussoukro,,,DRAW,1.6,1.15,13.66,26,57,0,9,2,5,3,25,43,0,14,7,5,4,1.4,1.22
2023,1706634000,2024-01-30 17:00:00,Mali,Burkina,,,,HOME_WIN,1.23,1.21,6.67,18,44,0,9,4,5,3,19,56,0,15,8,5,1,1.41,1.14
2023,1706644800,2024-01-30 20:00:00,Morocco,South Africa,,Mahmood Ali Mahmood Ismail,,AWAY_WIN,1.39,1.71,9.67,17,46,0,6,2,4,3,12,54,1,15,6,3,1,1.14,0.8
2023,1706893200,2024-02-02 17:00:00,Nigeria,Angola,Stade de l'Amitié,,,HOME_WIN,1.11,1.26,8.25,19,55,0,11,7,3,3,15,45,0,15,5,5,1,1.33,1.09
2023,1706904000,2024-02-02 20:00:00,Congo DR,Guinea,,Mustapha Ghorbal,,HOME_WIN,1.11,1.5,7.25,18,63,0,8,0,4,2,15,37,0,13,5,4,1,1.13,0.72
2023,1706979600,2024-02-03 17:00:00,Mali,Ivory Coast,,,,AWAY_WIN,1.5,1.26,8.5,18,38,2,13,5,4,5,30,62,1,12,4,5,3,1.38,1.08
2023,1706990400,2024-02-03 20:00:00,Cape Verde Islands,South Africa,Stade de Yamoussoukro,Jean Jacques Ndala Ngambo,,DRAW,1.25,1.22,9.25,15,49,0,17,6,7,0,19,51,0,26,15,3,1,1.81,1.75
2023,1707325200,2024-02-07 17:00:00,Nigeria,South Africa,,Amin Omar,,DRAW,1.35,1.28,7.4,11,60,1,15,7,6,0,22,40,0,15,6,7,2,1.75,1.48
2023,1707336000,2024-02-07 20:00:00,Ivory Coast,Congo DR,,,,HOME_WIN,1.43,1.42,9.8,17,43,0,8,4,3,0,13,57,0,15,10,3,0,1.35,0.86
2023,1707595200,2024-02-10 20:00:00,South Africa,Congo DR,Stade de l'Amitié,Tessema Weyesa Bamlak,,DRAW,1.33,1.37,8.83,9,44,0,15,9,5,1,7,56,0,7,3,4,0,0.98,1.59
2023,1707681600,2024-02-11 20:00:00,Nigeria,Ivory Coast,Teslim Balogun Stadium,,,AWAY_WIN,1.41,1.36,9.0,12,62,0,19,8,9,3,16,38,0,6,2,2,2,0.61,2.01
